token_id,count,is_dominant
2184,1166,False
3105,1165,False
4398,1165,False
3750,1164,False
974,1163,False
6791,1160,False
5532,1158,False
1324,1158,False
5601,1158,False
1350,1158,True
4546,1156,False
7551,1155,False
6276,1155,False
278,1154,False
7716,1152,False
3621,1151,False
4587,1150,False
1932,1149,False
949,1149,False
6622,1148,False
6428,1148,False
5515,1147,False
1515,1143,False
7408,1143,False
3684,1142,False
4633,1142,False
3510,1139,False
1593,1136,False
5708,1136,False
1472,1136,False
7364,1135,True
3029,1134,False
2931,1131,False
320,1130,False
6789,1130,False
6849,1130,False
6762,1129,False
7657,1128,False
1236,1128,False
1499,1127,False
586,1127,False
6801,1127,False
1174,1126,False
1509,1126,False
2770,1126,False
4777,1123,False
5419,1122,False
4365,1122,False
421,1120,False
4351,1118,False
1830,1116,False
4043,1113,False
1995,1113,False
7367,1112,False
1417,1111,False
2200,1107,False
4990,1105,False
3281,1104,False
6100,1103,False
513,1101,False
3855,1099,False
5604,1099,False
7651,1098,False
6740,1098,False
6541,1097,False
7146,1096,False
734,1096,False
2445,1096,False
2089,1095,False
6372,1092,False
3349,1091,False
7389,1089,False
2983,1087,False
2458,1087,False
7195,1086,False
4282,1085,False
6908,1085,False
1822,1084,False
2411,1081,False
3628,1080,False
5250,1079,False
550,1078,False
6395,1077,False
5881,1077,False
4673,1077,False
3555,1076,False
1103,1073,False
4390,1068,False
6023,1066,False
3,1065,False
4474,1064,False
7568,1064,False
5506,1063,False
1881,1063,False
4336,1062,False
1248,1061,False
988,1059,False
6738,1059,False
6842,1058,False
6995,1056,False
1711,1055,False
3801,1053,False
3702,1052,False
3928,1051,False
2433,1047,False
5301,1046,False
8076,1045,False
5151,1045,False
6784,1044,False
3861,1043,False
3369,1041,False
4905,1041,False
6984,1040,False
7016,1040,False
5037,1040,False
5193,1039,False
1633,1038,False
6536,1035,False
6463,1035,False
7038,1033,False
5027,1033,False
190,1032,False
726,1031,False
7950,1030,False
7188,1030,False
3112,1029,False
3769,1028,False
83,1027,True
2717,1027,False
973,1027,False
3584,1026,False
2572,1024,False
2250,1022,False
739,1022,False
8112,1020,False
1494,1019,False
69,1019,False
6180,1019,True
4781,1018,False
1242,1018,False
914,1017,False
53,1016,False
4230,1016,False
6420,1015,False
3790,1014,False
5179,1014,False
5472,1014,False
2255,1012,False
3438,1012,False
1958,1011,False
418,1008,False
6940,1006,False
561,1006,False
2186,1006,False
2451,1004,False
128,1003,False
4215,1003,False
3416,1002,False
5620,1001,False
2699,999,False
4429,997,False
6772,997,False
2890,997,False
1947,996,False
5104,995,False
3742,995,False
817,993,False
4499,993,False
1807,992,False
629,992,True
8150,990,False
5996,988,False
722,984,False
3260,983,False
3215,981,False
617,981,False
3414,981,False
3518,980,False
1655,978,False
4037,978,False
7045,975,False
532,975,False
7411,973,False
7739,973,False
2490,972,False
588,972,False
3050,968,False
5938,967,False
6375,967,False
6565,966,False
33,966,False
4288,966,False
381,966,False
7052,966,False
8089,965,False
5170,963,False
1372,963,False
6029,962,False
2325,962,False
2450,961,False
5249,960,False
2120,959,False
5134,957,False
5529,956,False
1155,954,False
7859,953,False
5650,952,False
5292,951,False
3613,950,False
5009,949,False
